1	125	95.0911436401	3	3
2	124	94.9959083214	2	5
3	125	94.9136988575	1	6
4	123	94.8927483163	7	13
5	124	94.968300713	1	14
6	128	94.9342102621	1	15
7	126	94.8500136628	4	19
8	128	94.9383883443	7	26
9	133	94.8758586619	3	29
10	137	94.879855818	6	35
11	135	94.7968486152	1	36
12	135	94.7613841543	3	39
13	140	94.6804242347	3	42
14	140	94.7708713859	7	49
15	142	94.6753668084	6	55
16	146	94.6524355907	4	59
17	150	94.6402625535	7	66
18	153	94.6434123996	0	66
19	155	94.7174970218	5	71
20	154	94.6810896303	2	73
21	157	94.713983995	5	78
22	162	94.7150397874	6	84
23	162	94.674519311	6	90
24	163	94.6147096358	6	96
25	168	94.5161633103	0	96
26	170	94.4714945687	5	101
27	165	94.5026322911	3	104
28	163	94.5397193009	0	104
29	165	94.6353176866	1	105
30	170	94.6418193053	2	107
31	170	94.6264885218	5	112
32	175	94.6762245211	4	116
33	173	94.7683192123	6	122
34	168	94.6918867385	4	126
35	169	94.7910585238	2	128
36	168	94.7036600192	2	130
37	167	94.7326281324	1	131
38	167	94.785782647	0	131
39	163	94.8591756124	4	135
40	160	94.9340677978	6	141
41	164	94.9643094227	4	145
42	160	94.9045018031	1	146
43	158	94.8667137846	6	152
44	155	94.7736991151	1	153
45	160	94.7033794382	1	154
46	158	94.7759850416	0	154
47	157	94.8653592118	2	156
48	155	94.9095477024	5	161
49	150	94.8197947974	5	166
50	147	94.8828648731	4	170
51	152	94.8813592768	4	174
52	151	94.840949244	3	177
53	156	94.7877861581	6	183
54	152	94.8323371085	0	183
55	147	94.7333362923	5	188
56	152	94.6351039325	1	189
57	147	94.7193767961	2	191
58	148	94.7887797662	0	191
59	153	94.8313402877	2	193
60	157	94.7424821749	0	193
61	154	94.7467195833	2	195
62	155	94.650835785	5	200
63	159	94.5699359885	1	201
64	155	94.5858807	4	205
65	160	94.6747836279	7	212
66	164	94.6596218293	6	218
67	160	94.6286088351	2	220
68	159	94.5328578611	4	224
69	157	94.4396028488	1	225
70	156	94.4359548695	6	231
71	152	94.4967921148	6	237
72	152	94.5042685629	6	243
73	149	94.4386626123	4	247
74	146	94.5366042858	7	254
75	146	94.590254934	4	258
76	149	94.5343681943	3	261
77	144	94.5915063659	5	266
78	144	94.5936847766	0	266
79	141	94.5052899652	4	270
80	136	94.6014306613	5	275
81	135	94.6323127315	6	281
82	137	94.6061934325	0	281
83	136	94.5268208675	3	284
84	131	94.4700437625	0	284
85	136	94.4544281661	0	284
86	133	94.535251771	3	287
87	128	94.4463147447	1	288
88	124	94.3975559791	0	288
89	120	94.3949830037	3	291
90	124	94.3917561511	1	292
91	129	94.4257436902	5	297
92	124	94.471361421	7	304
93	128	94.5168631282	4	308
94	123	94.4518018031	4	312
95	118	94.4532955968	0	312
96	118	94.3866298697	2	314
97	121	94.3227713863	5	319
98	119	94.2284826387	0	319
99	123	94.1876242157	6	325
100	124	94.2147701914	7	332
101	125	94.2556434606	5	337
102	129	94.2901458286	6	343
103	128	94.3744900145	4	347
104	127	94.4011543142	4	351
105	131	94.3147464908	0	351
106	135	94.3239386216	2	353
107	140	94.2884121345	3	356
108	137	94.2012812107	0	356
109	133	94.1800813595	6	362
110	129	94.1829951697	6	368
111	133	94.214082139	7	375
112	136	94.2479811574	4	379
113	135	94.2100370959	1	380
114	137	94.2729502473	7	387
115	138	94.356828795	5	392
116	138	94.3460813688	1	393
117	136	94.3333072225	0	393
118	140	94.3586464066	1	394
119	138	94.2886267873	2	396
120	140	94.2639695938	2	398
121	142	94.3138621278	7	405
122	139	94.2701914492	5	410
123	143	94.2946288715	4	414
124	145	94.3473541583	7	421
125	146	94.4453065404	0	421
126	146	94.4673735043	2	423
127	149	94.5059030735	1	424
128	151	94.6030628055	0	424
129	146	94.6243371469	3	427
130	147	94.7174937444	4	431
131	149	94.6983448957	3	434
132	147	94.6541708158	1	435
133	147	94.7083501899	4	439
134	151	94.7343392907	6	445
135	146	94.6673127917	4	449
136	143	94.6550084751	5	454
137	139	94.6971071107	5	459
138	144	94.7907274951	4	463
139	140	94.7057307435	3	466
140	139	94.6853780566	0	466
141	137	94.706122436	6	472
142	138	94.6493037543	3	475
143	138	94.6716687758	7	482
144	135	94.7511719414	6	488
145	138	94.7405496608	2	490
146	143	94.7724903052	3	493
147	144	94.7486124472	0	493
148	144	94.6621704003	5	498
149	144	94.7366185644	7	505
150	139	94.7338641066	5	510
151	142	94.6664081328	0	510
152	141	94.5991687141	1	511
153	145	94.5882092049	2	513
154	145	94.5150576689	6	519
155	148	94.4430576997	5	524
156	153	94.4159560096	4	528
157	154	94.4829243286	2	530
158	157	94.4061108986	1	531
159	152	94.4975871978	5	536
160	154	94.5391187097	3	539
161	157	94.6273448867	2	541
162	154	94.7135485356	7	548
163	149	94.7687085691	7	555
164	147	94.8505573107	4	559
165	142	94.918503601	0	559
166	139	94.8745298846	4	563
167	143	94.9411658438	7	570
168	148	94.903229461	3	573
169	145	94.831375906	3	576
170	149	94.8563548547	5	581
171	152	94.8176216748	1	582
172	148	94.7640492244	2	584
173	149	94.8118085678	5	589
174	153	94.7926959333	1	590
175	152	94.8886758059	6	596
