1	135	1	94.991472237
2	131	2	95.082331082
3	130	7	95.1021056823
4	134	10	95.0868586913
5	136	13	95.1267185494
6	136	17	95.0726046603
7	135	21	95.0858303727
8	132	25	95.1750285656
9	137	27	95.2217277687
10	134	31	95.2919105976
11	137	34	95.2508650482
12	133	37	95.2969351748
13	131	42	95.2709762747
14	132	47	95.1769447719
15	134	47	95.2596470434
16	130	48	95.2492385718
17	134	54	95.3149695755
18	137	60	95.377951553
19	135	66	95.4239635772
20	139	69	95.5017187267
21	139	76	95.5335168887
22	139	83	95.519523012
23	136	90	95.5197146347
24	135	97	95.478232847
25	134	100	95.4316053169
26	130	101	95.436893837
27	131	106	95.3482343473
28	129	107	95.3516304326
29	130	114	95.4217345477
30	128	117	95.3586620594
31	133	119	95.3616124571
32	134	123	95.3444260931
33	135	123	95.3499483048
34	133	123	95.3408612608
35	128	125	95.3913567919
36	123	128	95.2923874818
37	126	133	95.1955101662
38	122	136	95.1649969986
39	122	140	95.1081060962
40	123	141	95.0150291487
41	123	141	95.0412606181
42	121	148	95.1385359641
43	123	152	95.1021314476
44	123	154	95.0877867718
45	125	157	95.1457496049
46	123	158	95.2344157086
47	121	160	95.1780630408
48	123	167	95.1180371347
49	122	169	95.1797458803
50	119	170	95.2154639458
51	117	170	95.1718019411
52	117	173	95.2520555443
53	114	177	95.2144841685
54	111	179	95.1892992052
55	109	185	95.2276022865
56	114	190	95.2906742656
57	110	196	95.3125469368
58	115	197	95.3270078281
59	115	198	95.3117142059
60	119	202	95.4078610439
61	120	207	95.3089103932
62	124	207	95.2184592629
63	120	213	95.2450600638
64	124	215	95.2568758393
65	123	221	95.2760439406
66	124	227	95.2158608274
67	127	228	95.3003416252
68	125	230	95.2184457711
69	123	231	95.2660669581
70	124	238	95.3491914703
71	127	241	95.3605781836
72	125	247	95.2633447094
73	122	252	95.347288749
74	117	259	95.4182156031
75	117	265	95.4030376317
76	114	271	95.383201486
77	114	272	95.3582160204
78	109	278	95.4230385121
79	109	283	95.4023368375
80	106	287	95.3962315483
81	105	288	95.2984925526
82	105	288	95.2135504887
83	110	290	95.2387500988
84	106	292	95.3022047246
85	108	297	95.2999145548
86	103	303	95.2827878195
87	104	308	95.2051701772
88	102	310	95.236074856
89	105	312	95.2408131709
90	100	312	95.1878310263
91	95	314	95.2573435325
92	96	320	95.2831956726
93	92	323	95.3424577027
94	89	323	95.2814202241
95	87	327	95.2405401412
96	83	334	95.218247168
97	78	340	95.149472555
98	76	343	95.0626663369
99	71	349	94.9704219776
100	68	350	95.0596063143
101	70	351	95.0794322358
102	73	351	95.0861597238
103	78	356	95.1079365485
104	78	356	95.1845499667
105	75	356	95.0874884564
106	80	363	95.1493570691
107	83	367	95.0787004968
108	82	368	95.1134290781
109	86	371	95.1028489975
110	91	376	95.1923934547
111	91	379	95.1518348964
112	90	383	95.0540376777
113	88	388	95.013367652
114	87	390	95.0672512633
115	86	390	94.9855158676
116	84	393	94.941665523
117	79	399	94.856025774
118	82	405	94.8258764263
119	81	408	94.8593081378
120	76	412	94.7944544621
121	78	412	94.7236951689
122	79	419	94.6952503272
123	76	421	94.6443341837
124	76	425	94.6915716774
125	74	429	94.7387919974
126	73	433	94.7444852746
127	72	440	94.7271829399
128	70	443	94.7496060246
129	65	445	94.6501621549
130	63	448	94.7050128366
131	62	454	94.6985923754
132	63	461	94.7216677004
133	62	468	94.8161293554
134	66	475	94.8902331832
135	64	480	94.9678371877
136	62	484	94.9215114639
137	67	489	94.9694926464
138	65	493	94.9213259486
139	61	493	95.0016414188
140	66	500	95.0298446711
141	62	504	95.0581555093
142	63	511	95.1575955416
143	65	511	95.0936986575
144	60	513	95.0410396566
145	55	517	95.0494468023
146	50	517	95.0852791104
147	50	522	95.076300915
148	51	527	95.1645678873
149	50	530	95.1503666738
150	53	534	95.1768890793
151	56	540	95.0884913634
152	61	541	95.095780885
153	58	544	95.0777539137
154	55	544	95.0284500946
155	58	544	95.1236984564
156	55	549	95.0819115258
157	59	549	95.1448185719
158	63	551	95.179783556
159	60	552	95.226246073
160	65	556	95.1729714166
161	68	559	95.1472952668
162	68	562	95.2070471043
163	67	566	95.2023731706
164	68	573	95.1067997142
165	70	578	95.0443813019
166	69	581	95.0237700991
167	68	586	95.0981485084
168	70	588	95.1478032571
169	73	591	95.0488185718
170	78	593	95.0334835368
171	78	599	95.0153644506
172	77	606	95.0593008875
173	73	609	95.0856730318
174	72	613	95.0749161853
175	70	620	94.9989503213
