1	127	2.76	3
2	130	2.70	5
3	130	2.20	8
4	130	2.67	10
5	132	0.02	10
6	135	0.41	11
7	137	1.09	12
8	135	0.63	12
9	136	1.86	14
10	137	2.09	16
11	140	1.20	18
12	139	0.66	18
13	142	2.48	21
14	144	0.07	21
15	141	2.62	23
16	140	0.33	24
17	142	2.73	27
18	139	2.44	29
19	139	2.61	32
20	141	1.00	33
21	139	0.56	33
22	136	2.02	35
23	134	0.84	36
24	134	0.00	36
25	134	0.54	37
26	137	1.64	38
27	139	0.20	38
28	142	1.10	39
29	143	2.01	41
30	140	1.52	43
31	142	1.20	44
32	141	2.42	47
33	138	1.91	49
34	135	2.31	51
35	138	0.56	51
36	140	0.43	52
37	142	0.01	52
38	142	0.90	53
39	139	0.41	53
40	139	1.45	55
41	136	2.35	57
42	133	2.37	59
43	131	1.10	60
44	130	2.63	63
45	129	2.98	66
46	129	2.16	68
47	127	0.87	69
48	128	2.91	72
49	129	2.71	75
50	130	0.89	76
51	131	0.19	76
52	133	0.94	77
53	133	1.18	78
54	132	2.76	81
55	135	2.75	83
56	135	0.66	84
57	134	0.61	85
58	132	0.15	85
59	130	1.99	87
60	127	1.20	88
61	124	1.03	89
62	125	2.85	92
63	122	0.79	93
64	119	0.49	93
65	116	0.02	93
66	118	2.62	96
67	120	0.38	96
68	119	0.83	97
69	120	2.99	100
70	123	1.34	101
71	122	2.87	104
72	119	2.47	107
73	116	0.92	108
74	117	1.36	109
75	117	0.43	109
76	120	0.87	110
77	117	0.87	111
78	114	2.76	114
79	114	0.06	114
80	112	1.90	116
81	110	0.28	116
82	113	3.00	119
83	115	2.97	122
84	116	0.60	123
85	118	0.19	123
86	121	2.90	126
87	120	2.42	128
88	119	0.92	129
89	116	0.42	129
90	115	0.83	130
91	112	0.25	131
92	114	2.79	133
93	113	2.25	136
94	114	0.63	136
95	117	2.14	138
96	117	1.49	140
97	119	0.07	140
98	118	1.62	142
99	117	2.07	144
100	114	2.68	146
101	115	0.21	147
102	112	0.23	147
103	115	1.32	148
104	113	1.30	149
105	116	2.70	152
106	116	2.91	155
107	115	1.88	157
108	118	2.53	159
109	121	0.27	160
110	119	0.14	160
111	117	0.99	161
112	117	1.35	162
113	115	0.73	163
114	115	1.19	164
115	114	2.91	167
116	111	0.85	168
117	108	1.56	169
118	110	0.78	170
119	110	0.10	170
120	111	1.61	172
121	113	0.17	172
122	111	0.19	172
123	110	1.54	174
